No,Day,Month,Year,Qobs_0000000001,Qsim_0000000001,Qobs_0000000002,Qsim_0000000002,Qobs_0000000003,Qsim_0000000003,Qobs_0000000004,Qsim_0000000004
274,30,9,2016,0.296,0.2583192,0.253,0.2120268,0.039,0.0763314,1.605,1.4314946
275,1,10,2016,0.369,0.2580191,0.294,0.2114541,0.044,0.0776457,1.737,1.427737
276,2,10,2016,0.391,0.2635081,0.356,0.2247065,0.165,0.1421853,2.763,1.9856543
277,3,10,2016,0.314,0.2572375,0.292,0.2174904,0.068,0.1303196,2.417,1.8800619
278,4,10,2016,0.309,0.2557587,0.288,0.2122236,0.053,0.112785,1.832,1.6635096
279,5,10,2016,0.308,0.2544305,0.274,0.2105809,0.049,0.100542,1.732,1.5673723
280,6,10,2016,0.316,0.2532326,0.283,0.2091429,0.048,0.091458,1.688,1.4941052
281,7,10,2016,0.316,0.2521446,0.294,0.2078758,0.044,0.0845205,1.673,1.43638
282,8,10,2016,0.318,0.2511495,0.289,0.2067516,0.041,0.0790821,1.68,1.3895989
283,9,10,2016,0.321,0.2502343,0.286,0.2057476,0.04,0.0747155,1.681,1.3507812
284,10,10,2016,0.327,0.2493859,0.29,0.2048447,0.038,0.0711309,1.692,1.3178405
285,11,10,2016,0.322,0.2485936,0.311,0.2040271,0.04,0.0681272,1.699,1.2893025
286,12,10,2016,0.32,0.2478502,0.294,0.2032818,0.039,0.0655623,1.724,1.2642444
287,13,10,2016,0.362,0.3649643,0.345,0.2624164,0.051,0.0808863,1.923,1.5755992
288,14,10,2016,0.519,0.3193903,0.451,0.2306234,0.078,0.0850678,2.754,1.5936955
289,15,10,2016,0.336,0.2551993,0.317,0.2072384,0.046,0.0776752,2.091,1.3924715
290,16,10,2016,0.318,0.2487024,0.296,0.2050208,0.04,0.0726393,1.827,1.3299942
291,17,10,2016,0.348,0.291298,0.324,0.230452,0.046,0.074456,1.91,1.3717373
292,18,10,2016,0.519,0.4389371,0.54,0.3577655,0.112,0.1016581,2.699,1.9444769
293,19,10,2016,0.342,0.2833026,0.345,0.2264513,0.063,0.0905369,2.517,1.6145497
294,20,10,2016,0.327,0.2523355,0.327,0.2113199,0.053,0.0817464,2.149,1.446909
295,21,10,2016,0.323,0.249701,0.322,0.2089381,0.048,0.0753969,1.871,1.3751985
296,22,10,2016,0.318,0.2482712,0.33,0.207078,0.045,0.0704332,1.754,1.3206799
297,23,10,2016,0.402,0.3122071,0.396,0.2509932,0.063,0.0810313,2.052,1.5185951
298,24,10,2016,0.365,0.3420651,0.384,0.2467437,0.053,0.0936491,2.149,1.6582226
299,25,10,2016,2.297,1.4446313,2.631,1.087606,2.817,0.9308977,39.719,10.660017
300,26,10,2016,2.0,0.9592173,2.331,0.8465142,1.52,1.6425109,22.403,19.3012224
301,27,10,2016,1.004,0.5990276,1.153,0.6289396,0.888,0.9645645,12.094,13.2436336
302,28,10,2016,0.663,0.4896218,0.743,0.5272096,0.49,0.560742,7.101,8.3029631
303,29,10,2016,0.55,0.4381596,0.613,0.4607527,0.31,0.373906,5.297,5.9585663
304,30,10,2016,0.492,0.4001706,0.556,0.409822,0.225,0.2703365,4.417,4.5887819
305,31,10,2016,0.463,0.371048,0.515,0.3701432,0.173,0.2080327,3.928,3.7128406
306,1,11,2016,0.438,0.3481781,0.498,0.3388479,0.149,0.1681931,3.415,3.1184062
307,2,11,2016,0.424,0.3299111,0.474,0.3139124,0.133,0.1414582,3.082,2.6972939
308,3,11,2016,0.407,0.3151319,0.442,0.2938698,0.115,0.122787,2.833,2.3889245
309,4,11,2016,0.404,0.3044905,0.45,0.2783667,0.105,0.1100437,2.761,2.1758884
310,5,11,2016,1.643,1.7837998,1.259,1.3841083,1.331,1.0482395,14.098,14.4484318
311,6,11,2016,4.456,1.8643629,3.958,1.7222086,2.969,1.9332948,55.395,32.3918887
312,7,11,2016,1.488,1.3509645,1.84,1.4402096,1.4,1.215206,20.079,23.4655845
313,8,11,2016,1.027,1.0375388,1.184,1.099214,0.937,0.6801927,12.941,13.8436083
314,9,11,2016,0.948,1.1335139,1.021,1.0589521,0.798,0.5163975,10.151,11.3507315
315,10,11,2016,2.697,1.7650789,1.882,1.5053535,1.725,0.9648413,31.358,17.3170048
316,11,11,2016,4.752,2.7217364,3.349,2.3540236,2.511,1.3698642,54.333,26.2905708
317,12,11,2016,2.1,2.3906609,2.143,2.1870089,1.235,1.0048507,20.248,22.2695129
318,13,11,2016,1.438,1.9504155,1.465,1.7178993,0.888,0.6648544,13.217,14.6590232
319,14,11,2016,1.316,1.6633822,1.323,1.4257681,0.746,0.4912071,11.348,11.5022375
320,15,11,2016,1.105,1.3311031,1.115,1.1649299,0.597,0.3777168,9.488,8.7895794
321,16,11,2016,1.0,1.0987686,1.003,0.9689202,0.484,0.3257028,8.279,7.3769352
322,17,11,2016,0.924,0.9344569,0.944,0.8313418,0.401,0.25957,7.913,6.9452245
323,18,11,2016,1.21,1.5588249,1.138,1.3037667,1.037,0.5933221,14.139,12.9236636
324,19,11,2016,2.645,2.0791797,2.511,1.8430606,2.186,1.1422908,34.178,22.4449351
325,20,11,2016,1.672,1.7560953,2.057,1.6719325,1.151,0.9361249,18.072,19.9698051
326,21,11,2016,1.283,1.3588665,1.486,1.2869574,0.771,0.5723961,12.11,12.2841904
327,22,11,2016,1.077,1.1206299,1.194,1.0531061,0.537,0.3968821,9.535,8.9023984
328,23,11,2016,0.965,0.9477362,1.05,0.880012,0.413,0.2980326,8.078,6.910748
329,24,11,2016,0.906,0.8134969,0.992,0.7484932,0.339,0.2377222,7.192,5.6070895
330,25,11,2016,0.843,0.7097485,0.929,0.6468139,0.282,0.1986163,6.427,4.7073696
331,26,11,2016,0.78,0.6288784,0.859,0.5673559,0.237,0.171975,5.802,4.0617402
332,27,11,2016,0.739,0.5647144,0.816,0.504614,0.21,0.1530532,5.37,3.5836293
333,28,11,2016,0.717,0.51344,0.781,0.4546348,0.186,0.1391173,5.018,3.2204781
334,29,11,2016,0.665,0.4721182,0.738,0.414517,0.168,0.1285155,4.629,2.9386808
335,30,11,2016,0.638,0.4385726,0.726,0.3820951,0.156,0.12021,4.353,2.7158952
336,1,12,2016,0.637,0.4111629,0.724,0.3557309,0.149,0.1135266,4.175,2.5367949
337,2,12,2016,0.636,0.3886354,0.721,0.3341711,0.144,0.1080152,4.067,2.3905936
338,3,12,2016,0.618,0.3700201,0.698,0.3164472,0.133,0.103368,3.948,2.2695379
339,4,12,2016,0.586,0.3545595,0.666,0.3018042,0.125,0.0993699,3.742,2.1679532
340,5,12,2016,0.569,0.3416568,0.656,0.2896496,0.117,0.0958679,3.634,2.0816219
341,6,12,2016,0.556,0.3308383,0.645,0.2795147,0.11,0.0927512,3.48,2.0073673
342,7,12,2016,0.544,0.3217258,0.629,0.2710264,0.104,0.0899387,3.431,1.9427686
343,8,12,2016,0.535,0.3140154,0.615,0.2638864,0.099,0.08737,3.352,1.8859612
344,9,12,2016,0.532,0.3074618,0.611,0.2578547,0.098,0.0849995,3.279,1.8354959
345,10,12,2016,0.528,0.3018659,0.615,0.2527373,0.096,0.0827925,3.215,1.7902368
346,11,12,2016,0.522,0.2970655,0.595,0.2483767,0.093,0.0807226,3.162,1.7492863
347,12,12,2016,0.515,0.2929277,0.586,0.2446445,0.091,0.0787688,3.111,1.7119304
348,13,12,2016,0.497,0.2893437,0.572,0.2414358,0.085,0.076915,3.017,1.6775974
349,14,12,2016,0.492,0.2862237,0.581,0.2386641,0.081,0.0751482,2.927,1.6458265
350,15,12,2016,0.483,0.2834933,0.569,0.2362584,0.077,0.0734583,2.786,1.6162441
351,16,12,2016,0.476,0.281091,0.56,0.2341601,0.075,0.0718368,2.71,1.588546
352,17,12,2016,0.46,0.2789656,0.546,0.2323202,0.07,0.0702771,2.519,1.5624828
353,18,12,2016,0.464,0.2770745,0.554,0.2306985,0.071,0.0687736,2.398,1.5378489
354,19,12,2016,0.485,0.2755062,0.577,0.2292687,0.079,0.0673217,2.587,1.5145787
355,20,12,2016,0.476,0.2741258,0.573,0.2279948,0.074,0.0659176,2.738,1.4925084
356,21,12,2016,0.452,0.2727093,0.565,0.2268441,0.07,0.064559,2.618,1.4712324
357,22,12,2016,0.448,0.2714403,0.544,0.2258752,0.069,0.0632694,2.567,1.4510061
358,23,12,2016,0.448,0.2712089,0.518,0.2264988,0.067,0.0619925,2.544,1.4336269
359,24,12,2016,0.44,0.2704291,0.496,0.2262517,0.067,0.0607493,2.517,1.4153878
360,25,12,2016,0.435,0.2692571,0.487,0.2251553,0.067,0.059542,2.496,1.3968948
361,26,12,2016,0.432,0.2681785,0.484,0.2241653,0.067,0.058369,2.466,1.3790903
362,27,12,2016,0.425,0.2671799,0.467,0.2232658,0.064,0.0572288,2.452,1.3619198
363,28,12,2016,0.423,0.2662502,0.463,0.2224434,0.062,0.0561201,2.41,1.3453362
364,29,12,2016,0.425,0.2653797,0.457,0.2216869,0.059,0.0550416,2.351,1.3292988
365,30,12,2016,0.419,0.2645605,0.45,0.2209868,0.061,0.0539921,2.24,1.313772
366,31,12,2016,0.419,0.2637855,0.449,0.220335,0.061,0.0529708,2.281,1.2987246
367,1,1,2017,0.424,0.2630489,0.451,0.2197246,0.058,0.0519767,2.219,1.2841293
368,2,1,2017,0.419,0.2623457,0.443,0.21915,0.059,0.0510088,2.118,1.2699617
369,3,1,2017,0.414,0.2616715,0.433,0.218606,0.054,0.0500663,2.259,1.2561999
370,4,1,2017,0.412,0.2610229,0.435,0.2180886,0.056,0.0491486,2.039,1.2428246
371,5,1,2017,0.409,0.2603966,0.437,0.2175942,0.057,0.0482547,2.215,1.2298181
372,6,1,2017,0.456,0.2597895,0.42,0.2171197,0.039,0.0473841,1.828,1.2171643
373,7,1,2017,0.651,0.2591994,0.436,0.2166625,0.085,0.0465361,1.566,1.2048489
374,8,1,2017,0.47,0.2586246,0.46,0.2162204,0.103,0.04571,2.195,1.1928582
375,9,1,2017,0.4,0.2580631,0.423,0.2157913,0.055,0.0449052,2.17,1.1811799
376,10,1,2017,0.418,0.2575136,0.442,0.2153738,0.057,0.0441212,2.172,1.1698027
377,11,1,2017,0.413,0.2734082,0.427,0.225341,0.055,0.0433932,2.15,1.1789156
378,12,1,2017,0.499,0.647827,0.539,0.508302,0.078,0.1513504,2.444,3.5750066
379,13,1,2017,0.733,0.7250416,0.826,0.5281564,0.308,0.1778501,6.3,4.6719905
380,14,1,2017,0.512,0.6025947,0.61,0.4487273,0.125,0.1401525,3.97,3.5978648
381,15,1,2017,0.458,0.5216657,0.533,0.4004886,0.094,0.1152311,3.066,2.9777108
382,16,1,2017,0.438,0.4666905,0.464,0.3651324,0.081,0.0980042,2.433,2.5581169
383,17,1,2017,0.484,0.4261623,0.439,0.3379409,0.078,0.0857029,2.268,2.2593574
384,18,1,2017,0.569,0.39508,0.433,0.3164706,0.08,0.0766688,2.245,2.0388495
385,19,1,2017,0.757,0.3706575,0.437,0.2992317,0.074,0.0698662,2.218,1.8715569
386,20,1,2017,0.667,0.3511432,0.429,0.2852248,0.066,0.0646259,2.2,1.7417717
387,21,1,2017,0.442,0.3353527,0.421,0.2737393,0.06,0.0605027,2.181,1.6391602
388,22,1,2017,0.401,0.322446,0.41,0.2642501,0.055,0.0571931,2.03,1.5569194
389,23,1,2017,0.398,0.3118069,0.395,0.256359,0.059,0.054486,2.01,1.4908885
390,24,1,2017,0.401,0.3029719,0.38,0.2497585,0.054,0.0522314,1.958,1.4366246
391,25,1,2017,0.639,0.295586,0.382,0.2442074,0.053,0.0503213,1.921,1.3893254
392,26,1,2017,1.054,0.2893733,0.374,0.2395146,0.05,0.0486768,1.879,1.3507214
393,27,1,2017,0.948,0.2841167,0.376,0.2355277,0.05,0.049179,1.875,1.3457406
394,28,1,2017,0.382,0.2850229,0.404,0.2367903,0.057,0.090448,1.94,2.2118486
395,29,1,2017,0.377,0.3035429,0.409,0.2597095,0.058,0.1016221,2.019,3.2543903
396,30,1,2017,0.393,0.4779842,0.446,0.3555676,0.069,0.1128127,2.204,3.662456
397,31,1,2017,0.678,0.5656182,0.702,0.4374918,0.469,0.1356593,4.94,4.3344314
398,1,2,2017,0.601,0.5018789,0.763,0.3941521,0.868,0.123111,11.187,4.0846341
399,2,2,2017,0.514,0.4484852,0.659,0.3591596,0.513,0.1031369,8.685,3.2707475
400,3,2,2017,0.503,0.4249078,0.612,0.3380469,0.497,0.0936302,6.936,2.8877404
401,4,2,2017,0.898,1.03273,0.851,0.6559304,0.714,0.1673366,11.047,5.1467805
402,5,2,2017,1.052,1.6470134,1.071,1.0254977,0.766,0.403038,12.768,10.3148528
403,6,2,2017,1.444,1.9396711,1.436,1.2626505,0.651,0.5854154,13.086,14.3527154
404,7,2,2017,1.455,1.7868212,1.405,1.2343192,0.618,0.5484833,12.634,13.8055595
405,8,2,2017,1.335,1.546533,1.386,1.1708033,0.956,0.4532449,15.174,11.5041148
406,9,2,2017,1.099,1.2515642,1.35,1.007657,0.906,0.3417983,14.502,8.8891332
407,10,2,2017,0.915,1.0283351,1.036,0.8443601,0.672,0.2475451,10.154,6.650455
408,11,2,2017,0.801,0.8701798,0.884,0.7255809,0.568,0.1921967,8.327,5.2714268
409,12,2,2017,0.721,0.7508356,0.806,0.6341328,0.538,0.1660506,7.373,4.4622041
410,13,2,2017,0.67,0.6588966,0.735,0.5584509,0.52,0.1453269,6.975,4.0483191
411,14,2,2017,0.62,0.5869614,0.68,0.4968917,0.447,0.1320436,6.094,3.8807233
412,15,2,2017,0.578,0.529947,0.647,0.4479264,0.456,0.1189127,5.878,3.6154588
413,16,2,2017,0.562,0.4842967,0.618,0.408123,0.441,0.1036718,5.662,2.9250879
414,17,2,2017,0.554,0.4512824,0.611,0.383546,0.441,0.1018216,5.357,2.7052128
415,18,2,2017,0.535,0.4306294,0.609,0.3695182,0.422,0.1023751,5.428,2.7124648
416,19,2,2017,0.513,0.4036953,0.582,0.3446002,0.362,0.0916682,4.842,2.4298027
417,20,2,2017,0.497,0.3815297,0.559,0.3242295,0.329,0.083642,4.458,2.2240542
418,21,2,2017,0.486,0.3632542,0.536,0.307514,0.343,0.0775421,4.239,2.0634499
419,22,2,2017,0.471,0.3481045,0.533,0.2937246,0.379,0.0729882,4.622,1.94082
420,23,2,2017,0.467,0.3354823,0.518,0.2822987,0.33,0.0689854,4.846,1.8408134
421,24,2,2017,0.461,0.3251298,0.529,0.2728523,0.314,0.0709621,4.582,1.8139015
422,25,2,2017,0.439,0.3163408,0.521,0.2649011,0.239,0.0735457,4.108,1.843127
423,26,2,2017,0.438,0.3087841,0.509,0.2581822,0.211,0.0693814,3.62,1.7729171
424,27,2,2017,0.441,0.3023699,0.509,0.2525091,0.2,0.0657413,3.394,1.7009838
425,28,2,2017,1.004,1.2899932,1.394,1.1055608,0.988,0.3564838,13.474,7.2577674
426,1,3,2017,0.815,1.6108455,1.505,1.3584214,1.168,0.6151878,15.456,13.519985
427,2,3,2017,1.31,1.4248195,1.54,1.2376093,1.856,0.6862368,31.617,14.3177382
428,3,3,2017,1.008,1.1987542,1.253,1.0663982,1.196,0.5553252,16.864,12.6295935
429,4,3,2017,0.891,0.9933168,0.996,0.8882078,0.949,0.3857063,11.131,9.2396149
430,5,3,2017,0.824,1.0028496,0.867,0.8533304,0.858,0.3847719,10.311,9.1314149
431,6,3,2017,1.434,1.752732,1.347,1.3415918,1.847,0.6888115,30.952,15.6363776
432,7,3,2017,2.101,1.787232,2.006,1.388158,1.815,0.7686784,37.871,18.9412061
433,8,3,2017,1.394,1.5833794,1.457,1.2509367,1.439,0.6173144,19.174,14.8103563
434,9,3,2017,1.315,1.5455674,1.346,1.2331377,1.354,0.5653925,19.003,13.6784158
435,10,3,2017,1.166,1.3212863,1.185,1.0718074,1.224,0.4528679,16.121,11.5827891
436,11,3,2017,1.024,1.0789078,0.992,0.8878498,0.926,0.3183356,12.104,8.1938457
437,12,3,2017,0.929,0.9128188,0.876,0.7538388,0.707,0.2404379,9.769,6.2641676
438,13,3,2017,0.826,0.7884146,0.774,0.6516651,0.537,0.1919235,8.278,5.070435
439,14,3,2017,0.75,0.6926852,0.702,0.5723941,0.427,0.1600019,7.157,4.2657841
440,15,3,2017,0.716,0.6177194,0.669,0.5101033,0.355,0.1380425,6.223,3.6942498
441,16,3,2017,0.691,0.5582591,0.637,0.4606556,0.294,0.1223581,5.828,3.2733062
442,17,3,2017,0.664,0.5106222,0.61,0.4210663,0.243,0.1107819,5.453,2.9545396
443,18,3,2017,0.66,0.496643,0.614,0.4183502,0.225,0.1200922,5.543,3.0694888
444,19,3,2017,0.621,0.4982846,0.569,0.426001,0.197,0.1307676,6.398,3.4302702
445,20,3,2017,0.598,0.4615464,0.526,0.3929637,0.165,0.1165396,5.427,3.025147
446,21,3,2017,0.579,0.4316209,0.506,0.3661664,0.139,0.1057997,4.878,2.7315825
447,22,3,2017,0.709,1.0129324,0.693,0.7707679,0.177,0.2056895,5.566,4.9353864
448,23,3,2017,0.987,1.0858715,1.127,0.8039932,0.237,0.2508187,7.159,6.4099569
449,24,3,2017,0.619,0.8469601,0.669,0.6703659,0.164,0.1962434,5.25,5.0488847
450,25,3,2017,0.583,0.7264921,0.591,0.5843478,0.152,0.1612763,4.66,4.2164963
451,26,3,2017,0.559,0.6391265,0.549,0.5186987,0.147,0.1375773,4.366,3.6348798
452,27,3,2017,0.537,0.5728039,0.527,0.46739,0.138,0.1208606,4.11,3.2113557
453,28,3,2017,0.516,0.5211323,0.499,0.4266833,0.128,0.1086584,3.858,2.8933223
454,29,3,2017,0.497,0.480178,0.473,0.3940351,0.119,0.0994778,3.648,2.6485674
455,30,3,2017,0.49,0.4473085,0.464,0.3676242,0.115,0.0923788,3.506,2.4562842
456,31,3,2017,0.49,0.4206672,0.459,0.3461044,0.112,0.0867499,3.421,2.3024855
457,1,4,2017,0.487,0.3988982,0.445,0.3284589,0.107,0.0821817,3.353,2.1774705
458,2,4,2017,0.468,0.3809858,0.428,0.3139077,0.101,0.0783936,3.29,2.0743406
459,3,4,2017,0.452,0.3661547,0.408,0.3018451,0.096,0.0751892,3.158,1.9880873
460,4,4,2017,0.442,0.3538049,0.396,0.2917957,0.092,0.0724286,3.058,1.9150389
461,5,4,2017,0.438,0.3434661,0.394,0.283385,0.091,0.0700105,2.985,1.852383
462,6,4,2017,0.427,0.3347667,0.4,0.2763124,0.087,0.0678604,2.878,1.7979991
463,7,4,2017,0.42,0.3274103,0.394,0.2703371,0.086,0.065923,2.757,1.750295
464,8,4,2017,0.406,0.321159,0.373,0.2652669,0.083,0.0641566,2.696,1.7080163
465,9,4,2017,0.405,0.3158208,0.362,0.2609453,0.08,0.0625296,2.639,1.6701807
466,10,4,2017,0.4,0.3112398,0.367,0.2572447,0.078,0.0610175,2.478,1.6360134
467,11,4,2017,0.408,0.3072888,0.365,0.2540611,0.077,0.0596015,2.426,1.604899
468,12,4,2017,0.397,0.3038636,0.376,0.251309,0.079,0.0582669,2.412,1.576345
469,13,4,2017,0.393,0.3008785,0.365,0.248918,0.076,0.057002,2.386,1.5499551
470,14,4,2017,0.382,0.2982628,0.367,0.2468302,0.074,0.0557975,2.328,1.5254084
471,15,4,2017,0.382,0.295958,0.362,0.2449973,0.072,0.0546461,2.256,1.5024452
472,16,4,2017,0.382,0.2939169,0.378,0.243385,0.082,0.0536747,2.297,1.4823516
473,17,4,2017,0.373,0.2920968,0.389,0.2419508,0.076,0.0528265,2.333,1.4650404
474,18,4,2017,0.365,0.2904635,0.385,0.2406674,0.073,0.0517665,2.231,1.4452337
475,19,4,2017,0.357,0.2889898,0.387,0.239587,0.071,0.0507482,2.191,1.4263248
476,20,4,2017,0.364,0.2876519,0.401,0.2385862,0.073,0.0497676,2.211,1.4083181
477,21,4,2017,0.357,0.2864299,0.392,0.2376301,0.069,0.0488212,2.141,1.3911248
478,22,4,2017,0.354,0.2853069,0.398,0.2367498,0.069,0.0479062,2.104,1.3746565
479,23,4,2017,0.348,0.2842686,0.391,0.2359407,0.064,0.0470204,2.046,1.3588393
480,24,4,2017,0.357,0.2833031,0.379,0.2351924,0.065,0.0461616,2.015,1.3436175
481,25,4,2017,0.504,0.6413442,0.568,0.4867174,0.128,0.0995894,2.761,2.6789244
482,26,4,2017,1.065,0.7953635,1.169,0.619879,0.313,0.14892,7.389,3.9956697
483,27,4,2017,0.628,0.5756046,0.681,0.4678666,0.192,0.1273953,5.509,3.5200806
484,28,4,2017,0.691,0.4534771,0.766,0.4338578,0.265,0.1244053,5.21,3.381673
485,29,4,2017,0.46,0.3826821,0.59,0.3877648,0.223,0.1117227,4.923,3.0876399
486,30,4,2017,0.414,0.3603676,0.459,0.3533999,0.159,0.0945685,4.029,2.718683
487,1,5,2017,0.442,0.3533847,0.504,0.342486,0.177,0.0901162,4.37,2.6072084
488,2,5,2017,0.403,0.3526893,0.446,0.3403506,0.158,0.0877765,4.48,2.6009841
489,3,5,2017,0.406,0.3425845,0.483,0.348538,0.133,0.0786262,3.708,2.2916881
490,4,5,2017,0.552,0.3656309,0.64,0.4109037,0.149,0.0786151,4.052,2.3318416
491,5,5,2017,0.464,0.3623817,0.555,0.3453658,0.117,0.0752089,3.786,2.2662997
492,6,5,2017,0.536,0.633248,0.607,0.5854378,0.155,0.1253526,3.92,3.5118904
493,7,5,2017,0.663,0.6491777,0.764,0.6043175,0.381,0.1869497,9.83,4.8757095
494,8,5,2017,2.247,1.2406492,2.147,1.0047157,0.843,0.2287828,16.273,6.0470667
495,9,5,2017,0.942,0.8470723,1.107,0.7757313,0.467,0.1958696,9.191,5.0861799
496,10,5,2017,0.678,0.6520722,0.77,0.6438696,0.303,0.1534332,6.19,3.9685359
497,11,5,2017,0.579,0.5677219,0.635,0.5614434,0.222,0.1259584,4.828,3.3496644
498,12,5,2017,0.517,0.5133679,0.568,0.5087182,0.194,0.1134585,4.476,3.1028251
499,13,5,2017,0.479,0.4892147,0.518,0.4819084,0.168,0.1065571,4.198,3.09836
500,14,5,2017,0.554,0.4800341,0.675,0.454548,0.151,0.0942714,3.942,2.8948358
501,15,5,2017,0.434,0.4448253,0.482,0.4175356,0.13,0.084022,3.376,2.5565599
502,16,5,2017,0.407,0.4141378,0.438,0.3856586,0.121,0.0763438,2.998,2.2980553
503,17,5,2017,0.398,0.3901467,0.418,0.3599357,0.113,0.0704504,2.725,2.1072329
504,18,5,2017,0.465,0.3754487,0.419,0.3421112,0.162,0.071805,3.12,2.0278862
505,19,5,2017,0.871,0.7540756,0.75,0.528842,0.468,0.2034774,9.104,5.0394491
506,20,5,2017,0.505,0.5799601,0.595,0.477235,0.33,0.2004911,9.293,5.8172813
507,21,5,2017,0.415,0.4846756,0.468,0.4234816,0.205,0.1565738,5.543,4.3027225
508,22,5,2017,0.393,0.4473807,0.417,0.3899395,0.165,0.1281535,4.235,3.5084654
509,23,5,2017,0.373,0.4179718,0.382,0.363039,0.142,0.1086701,3.457,2.9896661
510,24,5,2017,0.356,0.3943766,0.35,0.3412726,0.127,0.0948393,2.993,2.628441
511,25,5,2017,0.349,0.3752166,0.342,0.3235281,0.115,0.0847218,2.771,2.3657821
512,26,5,2017,0.34,0.3595124,0.328,0.3089672,0.105,0.0771207,2.664,2.1685014
513,27,5,2017,0.331,0.3465412,0.306,0.2969476,0.095,0.0712701,2.442,2.0164437
514,28,5,2017,0.318,0.3357552,0.296,0.2869713,0.086,0.0666648,2.333,1.896677
515,29,5,2017,0.34,0.4688664,0.313,0.2930129,0.081,0.0629941,2.471,2.0120484
516,30,5,2017,0.302,0.3627291,0.361,0.2809288,0.075,0.0599721,2.316,1.7916769
517,31,5,2017,0.317,0.5871678,0.813,1.279766,0.104,0.0849511,2.708,2.2679013
518,1,6,2017,0.886,0.426661,2.327,0.6637413,0.176,0.073762,4.382,2.0946181
519,2,6,2017,0.318,0.3589844,0.631,0.5463005,0.091,0.0676436,2.472,1.89213
520,3,6,2017,0.353,0.3742857,0.523,0.5830175,0.103,0.1040975,2.359,2.4913635
521,4,6,2017,0.604,0.423997,0.854,0.632449,0.267,0.1639909,9.401,3.9316808
522,5,6,2017,0.329,0.3521702,0.547,0.5315883,0.124,0.1338032,5.409,3.6322171
523,6,6,2017,0.776,0.7399374,1.157,0.840084,0.338,0.2143396,8.43,5.2828991
524,7,6,2017,0.534,0.4689028,1.029,0.6938521,0.232,0.1934371,8.336,4.9589942
525,8,6,2017,0.347,0.3912479,0.643,0.5923109,0.15,0.1520139,4.613,3.7200549
526,9,6,2017,0.322,0.3688563,0.536,0.5260883,0.123,0.1249422,3.318,3.0873521
527,10,6,2017,0.298,0.3519017,0.464,0.4741162,0.101,0.1062782,2.785,2.6741531
528,11,6,2017,0.273,0.3386096,0.417,0.4327042,0.09,0.0929708,2.398,2.3858623
529,12,6,2017,0.269,0.3279531,0.381,0.3993543,0.081,0.0832016,2.139,2.1754614
530,13,6,2017,0.241,0.319271,0.341,0.3722761,0.073,0.0758405,1.969,2.0166411
531,14,6,2017,0.359,0.5498195,0.365,0.3735929,0.082,0.092663,2.108,2.2485858
532,15,6,2017,0.66,0.3995026,0.439,0.3659955,0.131,0.0892691,3.102,2.2095041
533,16,6,2017,0.266,0.3297811,0.309,0.3424047,0.071,0.0796566,2.031,1.985302
534,17,6,2017,0.26,0.3207662,0.291,0.3255304,0.064,0.0728637,1.816,1.8656748
535,18,6,2017,0.262,0.313287,0.293,0.311568,0.062,0.0676029,1.768,1.7705077
536,19,6,2017,0.25,0.3070294,0.269,0.2999576,0.059,0.0634371,1.687,1.6933725
537,20,6,2017,0.224,0.3017545,0.245,0.290258,0.056,0.0600691,1.546,1.6297759
538,21,6,2017,0.191,0.2972769,0.227,0.2821186,0.051,0.0572924,1.393,1.5765195
539,22,6,2017,0.171,0.293451,0.223,0.2752591,0.047,0.0549606,1.309,1.6708295
540,23,6,2017,0.19,0.2901611,0.207,0.2694534,0.043,0.0529685,1.338,1.6017711
541,24,6,2017,0.193,0.2873143,0.213,0.2645188,0.041,0.0512389,1.356,1.5079901
542,25,6,2017,0.229,0.2848361,0.255,0.2603084,0.058,0.0499187,1.546,1.4721281
543,26,6,2017,0.235,0.2826664,0.243,0.256713,0.041,0.0487632,1.554,1.4438415
544,27,6,2017,0.227,0.2873622,0.258,0.2542674,0.046,0.0478143,1.55,1.4618002
545,28,6,2017,0.675,0.3310355,0.646,0.336359,0.154,0.0800505,3.562,2.0727709
546,29,6,2017,0.321,0.4179798,0.341,0.292916,0.077,0.0714986,2.613,2.2931714
547,30,6,2017,0.39,0.3022182,0.342,0.2549756,0.061,0.0531597,2.846,1.7704334
548,1,7,2017,0.248,0.2798474,0.306,0.2515327,0.044,0.0506605,1.97,1.5886059
549,2,7,2017,0.248,0.2781329,0.356,0.2494892,0.067,0.0533339,1.955,1.6139165
550,3,7,2017,0.244,0.2766193,0.339,0.2478897,0.043,0.0504869,2.119,1.6101219
551,4,7,2017,0.187,0.27516,0.285,0.2457723,0.033,0.0483293,1.641,1.504339
552,5,7,2017,0.191,0.2738448,0.259,0.2439206,0.031,0.0466448,1.349,1.4466739
553,6,7,2017,0.156,0.2726537,0.237,0.2422895,0.027,0.0451856,1.206,1.4021507
554,7,7,2017,0.154,0.2715679,0.204,0.2408447,0.025,0.0439027,1.012,1.3663911
555,8,7,2017,0.163,0.2706129,0.203,0.2395573,0.023,0.0427594,1.012,1.3367519
556,9,7,2017,0.265,0.3211499,0.563,0.4791198,0.096,0.0654135,1.431,1.7522068
557,10,7,2017,0.47,0.4098045,0.631,0.4188225,0.272,0.1106069,4.151,2.8416443
558,11,7,2017,0.32,0.2865991,0.429,0.2617823,0.156,0.0597571,4.647,1.9081321
559,12,7,2017,0.222,0.2696135,0.277,0.249687,0.065,0.0547488,2.037,1.6105094
